wavelength,result
1.5,0.1993849172936744
1.51,0.1770071579094143
1.52,0.15002106603756113
1.53,0.12609230940245383
1.54,0.10892806326062865
1.55,0.09802618205606005
1.56,0.08980767015356322
1.57,0.0814841582370093
1.58,0.07276685319745077
1.59,0.06455243097356085
1.6,0.05839502821131993
