w_ap,result
0.3,6.687435641187739
0.39999999999999997,1.760670375813695
0.5,0.8537115320535066
0.6,0.5837505403713397
0.7,0.35188184951103973
0.7999999999999999,0.21580812212075917
0.8999999999999999,0.1312587412582848
1.0,0.10451522112269393
1.0999999999999999,0.09442244724764419
1.2,0.09373110451037418
